transition_wavenumber	uncertainty	state_upper	v_upper	J_upper	F_upper	ef_upper	state_lower	v_lower	J_lower	F_lower	ef_lower	id
43106.982758	0.05	B3Sigma-	4	49	F1	e	X3Sigma-	0	50	F1	e	22HeStLy.247
43748.593471	0.05	B3Sigma-	4	1	F2	e	X3Sigma-	0	1	F1	f	22HeStLy.248
43747.172029	0.05	B3Sigma-	4	2	F2	e	X3Sigma-	0	2	F1	f	22HeStLy.249
43745.144533	0.05	B3Sigma-	4	3	F2	e	X3Sigma-	0	3	F1	f	22HeStLy.250
43742.565571	0.05	B3Sigma-	4	4	F2	e	X3Sigma-	0	4	F1	f	22HeStLy.251
43739.469256	0.05	B3Sigma-	4	5	F2	e	X3Sigma-	0	5	F1	f	22HeStLy.252
43735.876053	0.05	B3Sigma-	4	6	F2	e	X3Sigma-	0	6	F1	f	22HeStLy.253
43731.798411	0.05	B3Sigma-	4	7	F2	e	X3Sigma-	0	7	F1	f	22HeStLy.254
43727.244156	0.05	B3Sigma-	4	8	F2	e	X3Sigma-	0	8	F1	f	22HeStLy.255
43722.218405	0.05	B3Sigma-	4	9	F2	e	X3Sigma-	0	9	F1	f	22HeStLy.256
43716.724643	0.05	B3Sigma-	4	10	F2	e	X3Sigma-	0	10	F1	f	22HeStLy.257
43710.765335	0.05	B3Sigma-	4	11	F2	e	X3Sigma-	0	11	F1	f	22HeStLy.258
43704.342294	0.05	B3Sigma-	4	12	F2	e	X3Sigma-	0	12	F1	f	22HeStLy.259
43697.456904	0.05	B3Sigma-	4	13	F2	e	X3Sigma-	0	13	F1	f	22HeStLy.260
43690.110260	0.05	B3Sigma-	4	14	F2	e	X3Sigma-	0	14	F1	f	22HeStLy.261
