transition_wavenumber	uncertainty	state_upper	v_upper	J_upper	F_upper	ef_upper	state_lower	v_lower	J_lower	F_lower	ef_lower	id
44914.366477	0.05	B3Sigma-	9	49	F1	f	X3Sigma-	1	49	F2	e	22HeStLy.6700
45465.536658	0.05	B3Sigma-	9	1	F1	f	X3Sigma-	1	1	F1	e	22HeStLy.6701
45463.768325	0.05	B3Sigma-	9	2	F1	f	X3Sigma-	1	2	F1	e	22HeStLy.6702
45461.268358	0.05	B3Sigma-	9	3	F1	f	X3Sigma-	1	3	F1	e	22HeStLy.6703
45458.117367	0.05	B3Sigma-	9	4	F1	f	X3Sigma-	1	4	F1	e	22HeStLy.6704
45454.366145	0.05	B3Sigma-	9	5	F1	f	X3Sigma-	1	5	F1	e	22HeStLy.6705
45450.045325	0.05	B3Sigma-	9	6	F1	f	X3Sigma-	1	6	F1	e	22HeStLy.6706
45445.173572	0.05	B3Sigma-	9	7	F1	f	X3Sigma-	1	7	F1	e	22HeStLy.6707
45439.762600	0.05	B3Sigma-	9	8	F1	f	X3Sigma-	1	8	F1	e	22HeStLy.6708
45433.820029	0.05	B3Sigma-	9	9	F1	f	X3Sigma-	1	9	F1	e	22HeStLy.6709
45427.350988	0.05	B3Sigma-	9	10	F1	f	X3Sigma-	1	10	F1	e	22HeStLy.6710
45420.359043	0.05	B3Sigma-	9	11	F1	f	X3Sigma-	1	11	F1	e	22HeStLy.6711
45412.846756	0.05	B3Sigma-	9	12	F1	f	X3Sigma-	1	12	F1	e	22HeStLy.6712
45404.816014	0.05	B3Sigma-	9	13	F1	f	X3Sigma-	1	13	F1	e	22HeStLy.6713
45396.268245	0.05	B3Sigma-	9	14	F1	f	X3Sigma-	1	14	F1	e	22HeStLy.6714
45387.204560	0.05	B3Sigma-	9	15	F1	f	X3Sigma-	1	15	F1	e	22HeStLy.6715
45377.625839	0.05	B3Sigma-	9	16	F1	f	X3Sigma-	1	16	F1	e	22HeStLy.6716
45367.532797	0.05	B3Sigma-	9	17	F1	f	X3Sigma-	1	17	F1	e	22HeStLy.6717
45356.926028	0.05	B3Sigma-	9	18	F1	f	X3Sigma-	1	18	F1	e	22HeStLy.6718
45345.806035	0.05	B3Sigma-	9	19	F1	f	X3Sigma-	1	19	F1	e	22HeStLy.6719
45334.173253	0.05	B3Sigma-	9	20	F1	f	X3Sigma-	1	20	F1	e	22HeStLy.6720
45322.028063	0.05	B3Sigma-	9	21	F1	f	X3Sigma-	1	21	F1	e	22HeStLy.6721
45309.370810	0.05	B3Sigma-	9	22	F1	f	X3Sigma-	1	22	F1	e	22HeStLy.6722
45296.201804	0.05	B3Sigma-	9	23	F1	f	X3Sigma-	1	23	F1	e	22HeStLy.6723
45282.521335	0.05	B3Sigma-	9	24	F1	f	X3Sigma-	1	24	F1	e	22HeStLy.6724
45268.329672	0.05	B3Sigma-	9	25	F1	f	X3Sigma-	1	25	F1	e	22HeStLy.6725
45253.627074	0.05	B3Sigma-	9	26	F1	f	X3Sigma-	1	26	F1	e	22HeStLy.6726
45238.413785	0.05	B3Sigma-	9	27	F1	f	X3Sigma-	1	27	F1	e	22HeStLy.6727
45222.690045	0.05	B3Sigma-	9	28	F1	f	X3Sigma-	1	28	F1	e	22HeStLy.6728
45206.456086	0.05	B3Sigma-	9	29	F1	f	X3Sigma-	1	29	F1	e	22HeStLy.6729
45189.712136	0.05	B3Sigma-	9	30	F1	f	X3Sigma-	1	30	F1	e	22HeStLy.6730
45172.458421	0.05	B3Sigma-	9	31	F1	f	X3Sigma-	1	31	F1	e	22HeStLy.6731
45154.695167	0.05	B3Sigma-	9	32	F1	f	X3Sigma-	1	32	F1	e	22HeStLy.6732
45136.422597	0.05	B3Sigma-	9	33	F1	f	X3Sigma-	1	33	F1	e	22HeStLy.6733
45117.640934	0.05	B3Sigma-	9	34	F1	f	X3Sigma-	1	34	F1	e	22HeStLy.6734
45098.350406	0.05	B3Sigma-	9	35	F1	f	X3Sigma-	1	35	F1	e	22HeStLy.6735
45078.551237	0.05	B3Sigma-	9	36	F1	f	X3Sigma-	1	36	F1	e	22HeStLy.6736
45058.243657	0.05	B3Sigma-	9	37	F1	f	X3Sigma-	1	37	F1	e	22HeStLy.6737
45037.427897	0.05	B3Sigma-	9	38	F1	f	X3Sigma-	1	38	F1	e	22HeStLy.6738
45016.104191	0.05	B3Sigma-	9	39	F1	f	X3Sigma-	1	39	F1	e	22HeStLy.6739
44994.272774	0.05	B3Sigma-	9	40	F1	f	X3Sigma-	1	40	F1	e	22HeStLy.6740
44971.933887	0.05	B3Sigma-	9	41	F1	f	X3Sigma-	1	41	F1	e	22HeStLy.6741
44949.087774	0.05	B3Sigma-	9	42	F1	f	X3Sigma-	1	42	F1	e	22HeStLy.6742
44925.734680	0.05	B3Sigma-	9	43	F1	f	X3Sigma-	1	43	F1	e	22HeStLy.6743
44901.874856	0.05	B3Sigma-	9	44	F1	f	X3Sigma-	1	44	F1	e	22HeStLy.6744
44877.508558	0.05	B3Sigma-	9	45	F1	f	X3Sigma-	1	45	F1	e	22HeStLy.6745
44852.636043	0.05	B3Sigma-	9	46	F1	f	X3Sigma-	1	46	F1	e	22HeStLy.6746
44827.257574	0.05	B3Sigma-	9	47	F1	f	X3Sigma-	1	47	F1	e	22HeStLy.6747
44801.373418	0.05	B3Sigma-	9	48	F1	f	X3Sigma-	1	48	F1	e	22HeStLy.6748
44774.983847	0.05	B3Sigma-	9	49	F1	f	X3Sigma-	1	49	F1	e	22HeStLy.6749
45466.237287	0.05	B3Sigma-	9	1	F1	e	X3Sigma-	1	1	F1	f	22HeStLy.6750
45465.754802	0.05	B3Sigma-	9	2	F1	e	X3Sigma-	1	2	F1	f	22HeStLy.6751
45464.931353	0.05	B3Sigma-	9	3	F1	e	X3Sigma-	1	3	F1	f	22HeStLy.6752
45463.683335	0.05	B3Sigma-	9	4	F1	e	X3Sigma-	1	4	F1	f	22HeStLy.6753
45461.965846	0.05	B3Sigma-	9	5	F1	e	X3Sigma-	1	5	F1	f	22HeStLy.6754
45459.758406	0.05	B3Sigma-	9	6	F1	e	X3Sigma-	1	6	F1	f	22HeStLy.6755
45457.051394	0.05	B3Sigma-	9	7	F1	e	X3Sigma-	1	7	F1	f	22HeStLy.6756
45453.839910	0.05	B3Sigma-	9	8	F1	e	X3Sigma-	1	8	F1	f	22HeStLy.6757
45450.121260	0.05	B3Sigma-	9	9	F1	e	X3Sigma-	1	9	F1	f	22HeStLy.6758
45445.893857	0.05	B3Sigma-	9	10	F1	e	X3Sigma-	1	10	F1	f	22HeStLy.6759
45441.156718	0.05	B3Sigma-	9	11	F1	e	X3Sigma-	1	11	F1	f	22HeStLy.6760
45435.909208	0.05	B3Sigma-	9	12	F1	e	X3Sigma-	1	12	F1	f	22HeStLy.6761
45430.150910	0.05	B3Sigma-	9	13	F1	e	X3Sigma-	1	13	F1	f	22HeStLy.6762
45423.881541	0.05	B3Sigma-	9	14	F1	e	X3Sigma-	1	14	F1	f	22HeStLy.6763
45417.100912	0.05	B3Sigma-	9	15	F1	e	X3Sigma-	1	15	F1	f	22HeStLy.6764
45409.808901	0.05	B3Sigma-	9	16	F1	e	X3Sigma-	1	16	F1	f	22HeStLy.6765
45402.005428	0.05	B3Sigma-	9	17	F1	e	X3Sigma-	1	17	F1	f	22HeStLy.6766
45393.690453	0.05	B3Sigma-	9	18	F1	e	X3Sigma-	1	18	F1	f	22HeStLy.6767
45384.863959	0.05	B3Sigma-	9	19	F1	e	X3Sigma-	1	19	F1	f	22HeStLy.6768
45375.525953	0.05	B3Sigma-	9	20	F1	e	X3Sigma-	1	20	F1	f	22HeStLy.6769
45365.676458	0.05	B3Sigma-	9	21	F1	e	X3Sigma-	1	21	F1	f	22HeStLy.6770
45355.315511	0.05	B3Sigma-	9	22	F1	e	X3Sigma-	1	22	F1	f	22HeStLy.6771
45344.443163	0.05	B3Sigma-	9	23	F1	e	X3Sigma-	1	23	F1	f	22HeStLy.6772
45333.059474	0.05	B3Sigma-	9	24	F1	e	X3Sigma-	1	24	F1	f	22HeStLy.6773
45321.164517	0.05	B3Sigma-	9	25	F1	e	X3Sigma-	1	25	F1	f	22HeStLy.6774
45308.758369	0.05	B3Sigma-	9	26	F1	e	X3Sigma-	1	26	F1	f	22HeStLy.6775
45295.841118	0.05	B3Sigma-	9	27	F1	e	X3Sigma-	1	27	F1	f	22HeStLy.6776
45282.412859	0.05	B3Sigma-	9	28	F1	e	X3Sigma-	1	28	F1	f	22HeStLy.6777
45268.473695	0.05	B3Sigma-	9	29	F1	e	X3Sigma-	1	29	F1	f	22HeStLy.6778
45254.023733	0.05	B3Sigma-	9	30	F1	e	X3Sigma-	1	30	F1	f	22HeStLy.6779
45239.063089	0.05	B3Sigma-	9	31	F1	e	X3Sigma-	1	31	F1	f	22HeStLy.6780
45223.591884	0.05	B3Sigma-	9	32	F1	e	X3Sigma-	1	32	F1	f	22HeStLy.6781
45207.610245	0.05	B3Sigma-	9	33	F1	e	X3Sigma-	1	33	F1	f	22HeStLy.6782
45191.118304	0.05	B3Sigma-	9	34	F1	e	X3Sigma-	1	34	F1	f	22HeStLy.6783
45174.116202	0.05	B3Sigma-	9	35	F1	e	X3Sigma-	1	35	F1	f	22HeStLy.6784
45156.604082	0.05	B3Sigma-	9	36	F1	e	X3Sigma-	1	36	F1	f	22HeStLy.6785
45138.582093	0.05	B3Sigma-	9	37	F1	e	X3Sigma-	1	37	F1	f	22HeStLy.6786
45120.050393	0.05	B3Sigma-	9	38	F1	e	X3Sigma-	1	38	F1	f	22HeStLy.6787
45101.009140	0.05	B3Sigma-	9	39	F1	e	X3Sigma-	1	39	F1	f	22HeStLy.6788
45081.458502	0.05	B3Sigma-	9	40	F1	e	X3Sigma-	1	40	F1	f	22HeStLy.6789
45061.398649	0.05	B3Sigma-	9	41	F1	e	X3Sigma-	1	41	F1	f	22HeStLy.6790
45040.829759	0.05	B3Sigma-	9	42	F1	e	X3Sigma-	1	42	F1	f	22HeStLy.6791
45019.752013	0.05	B3Sigma-	9	43	F1	e	X3Sigma-	1	43	F1	f	22HeStLy.6792
44998.165599	0.05	B3Sigma-	9	44	F1	e	X3Sigma-	1	44	F1	f	22HeStLy.6793
44976.070709	0.05	B3Sigma-	9	45	F1	e	X3Sigma-	1	45	F1	f	22HeStLy.6794
44953.467541	0.05	B3Sigma-	9	46	F1	e	X3Sigma-	1	46	F1	f	22HeStLy.6795
44930.356297	0.05	B3Sigma-	9	47	F1	e	X3Sigma-	1	47	F1	f	22HeStLy.6796
44906.737186	0.05	B3Sigma-	9	48	F1	e	X3Sigma-	1	48	F1	f	22HeStLy.6797
44882.610420	0.05	B3Sigma-	9	49	F1	e	X3Sigma-	1	49	F1	f	22HeStLy.6798
45472.124837	0.05	B3Sigma-	9	1	F2	e	X3Sigma-	1	0	F2	e	22HeStLy.6799
45472.384638	0.05	B3Sigma-	9	2	F2	e	X3Sigma-	1	1	F2	e	22HeStLy.6800
45472.287616	0.05	B3Sigma-	9	3	F2	e	X3Sigma-	1	2	F2	e	22HeStLy.6801
45471.809727	0.05	B3Sigma-	9	4	F2	e	X3Sigma-	1	3	F2	e	22HeStLy.6802
45470.915290	0.05	B3Sigma-	9	5	F2	e	X3Sigma-	1	4	F2	e	22HeStLy.6803
45469.574031	0.05	B3Sigma-	9	6	F2	e	X3Sigma-	1	5	F2	e	22HeStLy.6804
45467.765000	0.05	B3Sigma-	9	7	F2	e	X3Sigma-	1	6	F2	e	22HeStLy.6805
45465.474497	0.05	B3Sigma-	9	8	F2	e	X3Sigma-	1	7	F2	e	22HeStLy.6806
45462.693589	0.05	B3Sigma-	9	9	F2	e	X3Sigma-	1	8	F2	e	22HeStLy.6807
45459.416345	0.05	B3Sigma-	9	10	F2	e	X3Sigma-	1	9	F2	e	22HeStLy.6808
45455.638733	0.05	B3Sigma-	9	11	F2	e	X3Sigma-	1	10	F2	e	22HeStLy.6809
45451.357948	0.05	B3Sigma-	9	12	F2	e	X3Sigma-	1	11	F2	e	22HeStLy.6810
45446.571993	0.05	B3Sigma-	9	13	F2	e	X3Sigma-	1	12	F2	e	22HeStLy.6811
45441.279420	0.05	B3Sigma-	9	14	F2	e	X3Sigma-	1	13	F2	e	22HeStLy.6812
45435.479163	0.05	B3Sigma-	9	15	F2	e	X3Sigma-	1	14	F2	e	22HeStLy.6813
45429.170423	0.05	B3Sigma-	9	16	F2	e	X3Sigma-	1	15	F2	e	22HeStLy.6814
45422.352600	0.05	B3Sigma-	9	17	F2	e	X3Sigma-	1	16	F2	e	22HeStLy.6815
45415.025237	0.05	B3Sigma-	9	18	F2	e	X3Sigma-	1	17	F2	e	22HeStLy.6816
45407.187989	0.05	B3Sigma-	9	19	F2	e	X3Sigma-	1	18	F2	e	22HeStLy.6817
45398.840592	0.05	B3Sigma-	9	20	F2	e	X3Sigma-	1	19	F2	e	22HeStLy.6818
45389.982850	0.05	B3Sigma-	9	21	F2	e	X3Sigma-	1	20	F2	e	22HeStLy.6819
45380.614619	0.05	B3Sigma-	9	22	F2	e	X3Sigma-	1	21	F2	e	22HeStLy.6820
45370.735795	0.05	B3Sigma-	9	23	F2	e	X3Sigma-	1	22	F2	e	22HeStLy.6821
45360.346312	0.05	B3Sigma-	9	24	F2	e	X3Sigma-	1	23	F2	e	22HeStLy.6822
45349.446130	0.05	B3Sigma-	9	25	F2	e	X3Sigma-	1	24	F2	e	22HeStLy.6823
45338.035232	0.05	B3Sigma-	9	26	F2	e	X3Sigma-	1	25	F2	e	22HeStLy.6824
45326.113626	0.05	B3Sigma-	9	27	F2	e	X3Sigma-	1	26	F2	e	22HeStLy.6825
45313.681333	0.05	B3Sigma-	9	28	F2	e	X3Sigma-	1	27	F2	e	22HeStLy.6826
45300.738392	0.05	B3Sigma-	9	29	F2	e	X3Sigma-	1	28	F2	e	22HeStLy.6827
45287.284857	0.05	B3Sigma-	9	30	F2	e	X3Sigma-	1	29	F2	e	22HeStLy.6828
45273.320791	0.05	B3Sigma-	9	31	F2	e	X3Sigma-	1	30	F2	e	22HeStLy.6829
45258.846271	0.05	B3Sigma-	9	32	F2	e	X3Sigma-	1	31	F2	e	22HeStLy.6830
45243.861383	0.05	B3Sigma-	9	33	F2	e	X3Sigma-	1	32	F2	e	22HeStLy.6831
45228.366223	0.05	B3Sigma-	9	34	F2	e	X3Sigma-	1	33	F2	e	22HeStLy.6832
45212.360896	0.05	B3Sigma-	9	35	F2	e	X3Sigma-	1	34	F2	e	22HeStLy.6833
45195.845515	0.05	B3Sigma-	9	36	F2	e	X3Sigma-	1	35	F2	e	22HeStLy.6834
45178.820201	0.05	B3Sigma-	9	37	F2	e	X3Sigma-	1	36	F2	e	22HeStLy.6835
45161.285082	0.05	B3Sigma-	9	38	F2	e	X3Sigma-	1	37	F2	e	22HeStLy.6836
45143.240293	0.05	B3Sigma-	9	39	F2	e	X3Sigma-	1	38	F2	e	22HeStLy.6837
45124.685978	0.05	B3Sigma-	9	40	F2	e	X3Sigma-	1	39	F2	e	22HeStLy.6838
45105.622286	0.05	B3Sigma-	9	41	F2	e	X3Sigma-	1	40	F2	e	22HeStLy.6839
45086.049371	0.05	B3Sigma-	9	42	F2	e	X3Sigma-	1	41	F2	e	22HeStLy.6840
45065.967397	0.05	B3Sigma-	9	43	F2	e	X3Sigma-	1	42	F2	e	22HeStLy.6841
45045.376530	0.05	B3Sigma-	9	44	F2	e	X3Sigma-	1	43	F2	e	22HeStLy.6842
45024.276946	0.05	B3Sigma-	9	45	F2	e	X3Sigma-	1	44	F2	e	22HeStLy.6843
45002.668823	0.05	B3Sigma-	9	46	F2	e	X3Sigma-	1	45	F2	e	22HeStLy.6844
44980.552349	0.05	B3Sigma-	9	47	F2	e	X3Sigma-	1	46	F2	e	22HeStLy.6845
44957.927714	0.05	B3Sigma-	9	48	F2	e	X3Sigma-	1	47	F2	e	22HeStLy.6846
44934.795116	0.05	B3Sigma-	9	49	F2	e	X3Sigma-	1	48	F2	e	22HeStLy.6847
44911.154758	0.05	B3Sigma-	9	50	F2	e	X3Sigma-	1	49	F2	e	22HeStLy.6848
45462.348120	0.05	B3Sigma-	9	2	F2	e	X3Sigma-	1	1	F1	e	22HeStLy.6849
45460.763765	0.05	B3Sigma-	9	3	F2	e	X3Sigma-	1	2	F1	e	22HeStLy.6850
45458.359919	0.05	B3Sigma-	9	4	F2	e	X3Sigma-	1	3	F1	e	22HeStLy.6851
45455.262090	0.05	B3Sigma-	9	5	F2	e	X3Sigma-	1	4	F1	e	22HeStLy.6852
45451.541553	0.05	B3Sigma-	9	6	F2	e	X3Sigma-	1	5	F1	e	22HeStLy.6853
45447.238572	0.05	B3Sigma-	9	7	F2	e	X3Sigma-	1	6	F1	e	22HeStLy.6854
45442.376720	0.05	B3Sigma-	9	8	F2	e	X3Sigma-	1	7	F1	e	22HeStLy.6855
45436.970427	0.05	B3Sigma-	9	9	F2	e	X3Sigma-	1	8	F1	e	22HeStLy.6856
45431.028919	0.05	B3Sigma-	9	10	F2	e	X3Sigma-	1	9	F1	e	22HeStLy.6857
45424.558336	0.05	B3Sigma-	9	11	F2	e	X3Sigma-	1	10	F1	e	22HeStLy.6858
45417.562910	0.05	B3Sigma-	9	12	F2	e	X3Sigma-	1	11	F1	e	22HeStLy.6859
45410.045659	0.05	B3Sigma-	9	13	F2	e	X3Sigma-	1	12	F1	e	22HeStLy.6860
45402.008791	0.05	B3Sigma-	9	14	F2	e	X3Sigma-	1	13	F1	e	22HeStLy.6861
45393.453972	0.05	B3Sigma-	9	15	F2	e	X3Sigma-	1	14	F1	e	22HeStLy.6862
45384.382487	0.05	B3Sigma-	9	16	F2	e	X3Sigma-	1	15	F1	e	22HeStLy.6863
45374.795349	0.05	B3Sigma-	9	17	F2	e	X3Sigma-	1	16	F1	e	22HeStLy.6864
45364.693377	0.05	B3Sigma-	9	18	F2	e	X3Sigma-	1	17	F1	e	22HeStLy.6865
45354.077247	0.05	B3Sigma-	9	19	F2	e	X3Sigma-	1	18	F1	e	22HeStLy.6866
45342.947526	0.05	B3Sigma-	9	20	F2	e	X3Sigma-	1	19	F1	e	22HeStLy.6867
45331.304702	0.05	B3Sigma-	9	21	F2	e	X3Sigma-	1	20	F1	e	22HeStLy.6868
45319.149199	0.05	B3Sigma-	9	22	F2	e	X3Sigma-	1	21	F1	e	22HeStLy.6869
45306.481397	0.05	B3Sigma-	9	23	F2	e	X3Sigma-	1	22	F1	e	22HeStLy.6870
45293.301636	0.05	B3Sigma-	9	24	F2	e	X3Sigma-	1	23	F1	e	22HeStLy.6871
45279.610230	0.05	B3Sigma-	9	25	F2	e	X3Sigma-	1	24	F1	e	22HeStLy.6872
45265.407470	0.05	B3Sigma-	9	26	F2	e	X3Sigma-	1	25	F1	e	22HeStLy.6873
45250.693631	0.05	B3Sigma-	9	27	F2	e	X3Sigma-	1	26	F1	e	22HeStLy.6874
45235.468975	0.05	B3Sigma-	9	28	F2	e	X3Sigma-	1	27	F1	e	22HeStLy.6875
45219.733752	0.05	B3Sigma-	9	29	F2	e	X3Sigma-	1	28	F1	e	22HeStLy.6876
45203.488208	0.05	B3Sigma-	9	30	F2	e	X3Sigma-	1	29	F1	e	22HeStLy.6877
45186.732580	0.05	B3Sigma-	9	31	F2	e	X3Sigma-	1	30	F1	e	22HeStLy.6878
45169.467103	0.05	B3Sigma-	9	32	F2	e	X3Sigma-	1	31	F1	e	22HeStLy.6879
45151.692009	0.05	B3Sigma-	9	33	F2	e	X3Sigma-	1	32	F1	e	22HeStLy.6880
45133.407529	0.05	B3Sigma-	9	34	F2	e	X3Sigma-	1	33	F1	e	22HeStLy.6881
45114.613893	0.05	B3Sigma-	9	35	F2	e	X3Sigma-	1	34	F1	e	22HeStLy.6882
45095.311333	0.05	B3Sigma-	9	36	F2	e	X3Sigma-	1	35	F1	e	22HeStLy.6883
45075.500078	0.05	B3Sigma-	9	37	F2	e	X3Sigma-	1	36	F1	e	22HeStLy.6884
45055.180363	0.05	B3Sigma-	9	38	F2	e	X3Sigma-	1	37	F1	e	22HeStLy.6885
45034.352421	0.05	B3Sigma-	9	39	F2	e	X3Sigma-	1	38	F1	e	22HeStLy.6886
45013.016490	0.05	B3Sigma-	9	40	F2	e	X3Sigma-	1	39	F1	e	22HeStLy.6887
44991.172810	0.05	B3Sigma-	9	41	F2	e	X3Sigma-	1	40	F1	e	22HeStLy.6888
44968.821623	0.05	B3Sigma-	9	42	F2	e	X3Sigma-	1	41	F1	e	22HeStLy.6889
44945.963175	0.05	B3Sigma-	9	43	F2	e	X3Sigma-	1	42	F1	e	22HeStLy.6890
44922.597716	0.05	B3Sigma-	9	44	F2	e	X3Sigma-	1	43	F1	e	22HeStLy.6891
44898.725497	0.05	B3Sigma-	9	45	F2	e	X3Sigma-	1	44	F1	e	22HeStLy.6892
44874.346775	0.05	B3Sigma-	9	46	F2	e	X3Sigma-	1	45	F1	e	22HeStLy.6893
44849.461811	0.05	B3Sigma-	9	47	F2	e	X3Sigma-	1	46	F1	e	22HeStLy.6894
44824.070868	0.05	B3Sigma-	9	48	F2	e	X3Sigma-	1	47	F1	e	22HeStLy.6895
44798.174216	0.05	B3Sigma-	9	49	F2	e	X3Sigma-	1	48	F1	e	22HeStLy.6896
44771.772127	0.05	B3Sigma-	9	50	F2	e	X3Sigma-	1	49	F1	e	22HeStLy.6897
45467.748804	0.05	B3Sigma-	9	2	F1	f	X3Sigma-	1	1	F1	f	22HeStLy.6898
45467.621754	0.05	B3Sigma-	9	3	F1	f	X3Sigma-	1	2	F1	f	22HeStLy.6899
45466.982284	0.05	B3Sigma-	9	4	F1	f	X3Sigma-	1	3	F1	f	22HeStLy.6900
45465.830386	0.05	B3Sigma-	9	5	F1	f	X3Sigma-	1	4	F1	f	22HeStLy.6901
45464.166059	0.05	B3Sigma-	9	6	F1	f	X3Sigma-	1	5	F1	f	22HeStLy.6902
45461.989305	0.05	B3Sigma-	9	7	F1	f	X3Sigma-	1	6	F1	f	22HeStLy.6903
45459.300130	0.05	B3Sigma-	9	8	F1	f	X3Sigma-	1	7	F1	f	22HeStLy.6904
45456.098549	0.05	B3Sigma-	9	9	F1	f	X3Sigma-	1	8	F1	f	22HeStLy.6905
45452.384577	0.05	B3Sigma-	9	10	F1	f	X3Sigma-	1	9	F1	f	22HeStLy.6906
45448.158237	0.05	B3Sigma-	9	11	F1	f	X3Sigma-	1	10	F1	f	22HeStLy.6907
45443.419556	0.05	B3Sigma-	9	12	F1	f	X3Sigma-	1	11	F1	f	22HeStLy.6908
45438.168566	0.05	B3Sigma-	9	13	F1	f	X3Sigma-	1	12	F1	f	22HeStLy.6909
45432.405303	0.05	B3Sigma-	9	14	F1	f	X3Sigma-	1	13	F1	f	22HeStLy.6910
45426.129808	0.05	B3Sigma-	9	15	F1	f	X3Sigma-	1	14	F1	f	22HeStLy.6911
45419.342130	0.05	B3Sigma-	9	16	F1	f	X3Sigma-	1	15	F1	f	22HeStLy.6912
45412.042318	0.05	B3Sigma-	9	17	F1	f	X3Sigma-	1	16	F1	f	22HeStLy.6913
45404.230428	0.05	B3Sigma-	9	18	F1	f	X3Sigma-	1	17	F1	f	22HeStLy.6914
45395.906523	0.05	B3Sigma-	9	19	F1	f	X3Sigma-	1	18	F1	f	22HeStLy.6915
45387.070668	0.05	B3Sigma-	9	20	F1	f	X3Sigma-	1	19	F1	f	22HeStLy.6916
45377.722934	0.05	B3Sigma-	9	21	F1	f	X3Sigma-	1	20	F1	f	22HeStLy.6917
45367.863397	0.05	B3Sigma-	9	22	F1	f	X3Sigma-	1	21	F1	f	22HeStLy.6918
45357.492137	0.05	B3Sigma-	9	23	F1	f	X3Sigma-	1	22	F1	f	22HeStLy.6919
45346.609240	0.05	B3Sigma-	9	24	F1	f	X3Sigma-	1	23	F1	f	22HeStLy.6920
45335.214796	0.05	B3Sigma-	9	25	F1	f	X3Sigma-	1	24	F1	f	22HeStLy.6921
45323.308901	0.05	B3Sigma-	9	26	F1	f	X3Sigma-	1	25	F1	f	22HeStLy.6922
45310.891656	0.05	B3Sigma-	9	27	F1	f	X3Sigma-	1	26	F1	f	22HeStLy.6923
45297.963165	0.05	B3Sigma-	9	28	F1	f	X3Sigma-	1	27	F1	f	22HeStLy.6924
45284.523539	0.05	B3Sigma-	9	29	F1	f	X3Sigma-	1	28	F1	f	22HeStLy.6925
45270.572892	0.05	B3Sigma-	9	30	F1	f	X3Sigma-	1	29	F1	f	22HeStLy.6926
45256.111345	0.05	B3Sigma-	9	31	F1	f	X3Sigma-	1	30	F1	f	22HeStLy.6927
45241.139023	0.05	B3Sigma-	9	32	F1	f	X3Sigma-	1	31	F1	f	22HeStLy.6928
45225.656055	0.05	B3Sigma-	9	33	F1	f	X3Sigma-	1	32	F1	f	22HeStLy.6929
45209.662576	0.05	B3Sigma-	9	34	F1	f	X3Sigma-	1	33	F1	f	22HeStLy.6930
45193.158727	0.05	B3Sigma-	9	35	F1	f	X3Sigma-	1	34	F1	f	22HeStLy.6931
45176.144651	0.05	B3Sigma-	9	36	F1	f	X3Sigma-	1	35	F1	f	22HeStLy.6932
45158.620499	0.05	B3Sigma-	9	37	F1	f	X3Sigma-	1	36	F1	f	22HeStLy.6933
45140.586425	0.05	B3Sigma-	9	38	F1	f	X3Sigma-	1	37	F1	f	22HeStLy.6934
45122.042588	0.05	B3Sigma-	9	39	F1	f	X3Sigma-	1	38	F1	f	22HeStLy.6935
45102.989154	0.05	B3Sigma-	9	40	F1	f	X3Sigma-	1	39	F1	f	22HeStLy.6936
45083.426291	0.05	B3Sigma-	9	41	F1	f	X3Sigma-	1	40	F1	f	22HeStLy.6937
45063.354175	0.05	B3Sigma-	9	42	F1	f	X3Sigma-	1	41	F1	f	22HeStLy.6938
45042.772985	0.05	B3Sigma-	9	43	F1	f	X3Sigma-	1	42	F1	f	22HeStLy.6939
45021.682905	0.05	B3Sigma-	9	44	F1	f	X3Sigma-	1	43	F1	f	22HeStLy.6940
45000.084125	0.05	B3Sigma-	9	45	F1	f	X3Sigma-	1	44	F1	f	22HeStLy.6941
44977.976839	0.05	B3Sigma-	9	46	F1	f	X3Sigma-	1	45	F1	f	22HeStLy.6942
44955.361248	0.05	B3Sigma-	9	47	F1	f	X3Sigma-	1	46	F1	f	22HeStLy.6943
44932.237555	0.05	B3Sigma-	9	48	F1	f	X3Sigma-	1	47	F1	f	22HeStLy.6944
44908.605970	0.05	B3Sigma-	9	49	F1	f	X3Sigma-	1	48	F1	f	22HeStLy.6945
44884.466708	0.05	B3Sigma-	9	50	F1	f	X3Sigma-	1	49	F1	f	22HeStLy.6946
45476.850523	0.05	B3Sigma-	9	1	F1	e	X3Sigma-	1	0	F2	e	22HeStLy.6947
45478.194865	0.05	B3Sigma-	9	2	F1	e	X3Sigma-	1	1	F2	e	22HeStLy.6948
45479.525191	0.05	B3Sigma-	9	3	F1	e	X3Sigma-	1	2	F2	e	22HeStLy.6949
45480.650212	0.05	B3Sigma-	9	4	F1	e	X3Sigma-	1	3	F2	e	22HeStLy.6950
45481.444407	0.05	B3Sigma-	9	5	F1	e	X3Sigma-	1	4	F2	e	22HeStLy.6951
45481.836497	0.05	B3Sigma-	9	6	F1	e	X3Sigma-	1	5	F2	e	22HeStLy.6952
45481.786222	0.05	B3Sigma-	9	7	F1	e	X3Sigma-	1	6	F2	e	22HeStLy.6953
45481.270024	0.05	B3Sigma-	9	8	F1	e	X3Sigma-	1	7	F2	e	22HeStLy.6954
45480.273498	0.05	B3Sigma-	9	9	F1	e	X3Sigma-	1	8	F2	e	22HeStLy.6955
45478.787453	0.05	B3Sigma-	9	10	F1	e	X3Sigma-	1	9	F2	e	22HeStLy.6956
