     101    3    0    3        7360.920676	130	   19	    A+   
     103    3    0    3       14404.309001	46	   3	    B+   
     321    3    0    3       16903.088707	2269	   2	    B-   
     401    3    0    3       16980.199208	1237	   2	    B-   
     201    3    0    3       10715.119872	222	   8	    A+   
     022    3    1    3       10624.226324	503	   1	    C   
     120    3    1    3        6899.874546	132	   20	    A+   
     112    3    1    3       12508.080472	254	   7	    A+   
     012    3    1    3        9105.829221	330	   3	    B-   
     300    3    1    3       10707.114986	285	   4	    B+   
     102    3    1    3       10973.492787	333	   4	    B-   
     002    3    1    3        7555.046560	193	   8	    A+   
     020    3    1    3        3286.598819	23	   20	    A+   
     320    3    1    3       13741.214691	1508	   1	    C   
     100    3    1    3        3788.465180	24	   12	    A+   
     230    3    1    3       11880.334996	330	   4	    B-   
     010    3    1    3        1732.263052	11	   49	    A+   
     130    3    1    3        8398.679886	223	   7	    A+   
     400    3    1    3       13924.609641	98	   3	    B-   
     200    3    1    3        7321.895045	125	   21	    A+   
     030    3    1    3        4801.527887	178	   10	    A+   
     202    3    1    3       14318.830504	451	   3	    B-   
     070    3    1    3       10391.811291	503	   1	    C   
     220    3    1    3       10399.156888	385	   3	    B-   
     040    3    1    3        6272.740775	224	   7	    A+   
     110    3    1    3        5362.303931	154	   19	    A+   
     000    3    1    3         141.568042	0	   344	    A+   
     210    3    1    3        8877.687308	294	   5	    B+   
     500    3    1    3       16984.457708	1934	   2	    B-   
     310    3    1    3       12242.115502	267	   6	    A+   
     121    3    1    2       10471.118071	256	   6	    A+   
     013    3    1    2       12689.543941	49	   9	    A+   
     031    3    1    2        8526.722440	213	   9	    A+   
     001    3    1    2        3912.028327	33	   13	    A+   
     221    3    1    2       13785.365357	46	   3	    B-   
     211    3    1    2       12284.946964	196	   8	    A+   
     103    3    1    2       14438.858018	54	   4	    B+   
     021    3    1    2        7023.981419	120	   22	    A+   
     101    3    1    2        7396.692140	168	   16	    A+   
     003    3    1    2       11159.250428	264	   6	    A+   
     321    3    1    2       16943.466106	1453	   2	    B-   
     131    3    1    2       11956.648055	340	   6	    A+   
     201    3    1    2       10749.183941	304	   9	    A+   
     301    3    1    2       13956.630914	290	   3	    B-   
     111    3    1    2        8952.140326	208	   7	    A+   
     041    3    1    2        9989.731499	469	   2	    B-   
     011    3    1    2        5484.980052	129	   20	    A+   
     401    3    1    2       17015.002335	1068	   2	    B-   
     032    3    2    2       12199.158723	388	   2	    B-   
     030    3    2    2        4906.097469	162	   13	    A+   
     230    3    2    2       11976.967036	266	   5	    B-   
     040    3    2    2        6403.820217	215	   8	    A+   
     120    3    2    2        6983.696426	144	   19	    A+   
     002    3    2    2        7612.743812	186	   10	    A+   
     200    3    2    2        7381.160978	130	   19	    A+   
     310    3    2    2       12308.737753	325	   6	    A+   
     210    3    2    2        8945.628729	262	   7	    A+   
     220    3    2    2       10478.875344	294	   3	    B-   
     010    3    2    2        1805.576969	11	   53	    A+   
     020    3    2    2        3373.083185	20	   22	    A+   
     202    3    2    2       14374.786742	2061	   1	    C   
     130    3    2    2        8499.801783	258	   6	    A+   
     110    3    2    2        5433.542967	183	   14	    A+   
     000    3    2    2         204.755850	0	   325	    A+   
     100    3    2    2        3849.961016	28	   11	    A+   
     500    3    2    2       17041.941054	1110	   2	    B-   
     012    3    2    2        9171.957248	283	   5	    B+   
     300    3    2    2       10765.235797	239	   7	    A+   
     400    3    2    2       13980.006592	185	   4	    B-   
     112    3    2    2       12573.797756	200	   11	    A+   
     022    3    2    2       10700.861899	1189	   2	    B-   
     102    3    2    2       11030.546712	237	   5	    B-   
     121    3    2    1       10520.997633	246	   7	    A+   
     031    3    2    1        8591.339408	195	   11	    A+   
     011    3    2    1        5527.723743	124	   22	    A+   
     003    3    2    1       11189.925225	269	   7	    A+   
     221    3    2    1       13832.333249	139	   3	    B-   
     321    3    2    1       16986.446762	1631	   2	    B-   
     001    3    2    1        3947.329752	25	   20	    A+   
     201    3    2    1       10782.226778	216	   9	    A+   
     101    3    2    1        7429.847282	133	   19	    A+   
     131    3    2    1       12018.456050	333	   6	    A+   
     041    3    2    1       10074.106237	337	   3	    B-   
     211    3    2    1       12324.112221	191	   10	    A+   
     013    3    2    1       12725.652570	175	   10	    A+   
     103    3    2    1       14469.359744	81	   4	    B-   
     301    3    2    1       13988.472088	364	   4	    B-   
     111    3    2    1        8991.526832	182	   12	    A+   
     401    3    2    1       17048.333850	1508	   1	    C   
     021    3    2    1        7075.223305	106	   25	    A+   
     100    3    3    1        3924.671895	36	   9	    A+   
     020    3    3    1        3483.845708	36	   15	    A+   
     310    3    3    1       12389.330634	503	   1	    C   
     012    3    3    1        9251.800769	299	   5	    B+   
     230    3    3    1       12100.399166	1171	   2	    B-   
     202    3    3    1       14440.776288	2247	   2	    B-   
     112    3    3    1       12653.617882	245	   11	    A+   
     220    3    3    1       10580.043410	307	   4	    B-   
     032    3    3    1       12313.208198	503	   1	    C   
     320    3    3    1       13913.271598	2816	   1	    C   
     300    3    3    1       10833.572118	258	   8	    A+   
     130    3    3    1        8630.502112	325	   4	    B+   
     400    3    3    1       14046.101350	704	   1	    C   
     200    3    3    1        7453.946273	138	   17	    A+   
     010    3    3    1        1897.453075	9	   39	    A+   
     102    3    3    1       11098.034168	575	   5	    B+   
     000    3    3    1         282.094480	0	   263	    A+   
     110    3    3    1        5521.679193	113	   24	    A+   
     002    3    3    1        7680.746636	158	   14	    A+   
     040    3    3    1        6574.523146	175	   11	    A+   
     120    3    3    1        7090.639291	157	   14	    A+   
     030    3    3    1        5042.139560	186	   9	    A+   
     103    3    3    0       14524.593367	99	   2	    B-   
     041    3    3    0       10222.671880	503	   1	    C   
     221    3    3    0       13920.180826	100	   2	    B-   
     321    3    3    0       17115.365449	1440	   2	    B-   
     211    3    3    0       12397.697538	210	   7	    A+   
     031    3    3    0        8709.785217	408	   6	    A+   
     003    3    3    0       11246.314839	289	   4	    B+   
     001    3    3    0        4013.115810	37	   11	    A+   
     011    3    3    0        5606.191836	138	   19	    A+   
     401    3    3    0       17061.659480	1508	   1	    C   
     301    3    3    0       14048.201213	50	   4	    B+   
     121    3    3    0       10613.445476	375	   5	    B+   
     101    3    3    0        7493.947549	158	   14	    A+   
     201    3    3    0       10843.796399	283	   5	    B+   
     131    3    3    0       12131.809680	311	   4	    B+   
     021    3    3    0        7171.480993	191	   15	    A+   
     111    3    3    0        9068.088986	304	   7	    A+   
     013    3    3    0       12792.649819	274	   7	    A+   
     010    4    0    4        1810.187531	15	   40	    A+   
     230    4    0    4       11950.259888	1443	   2	    B-   
     210    4    0    4        8953.441973	356	   2	    B-   
     032    4    0    4       12181.224223	379	   2	    B-   
     012    4    0    4        9182.788396	969	   3	    B-   
     310    4    0    4       12317.440436	266	   5	    B+   
     110    4    0    4        5439.043453	130	   17	    A+   
     200    4    0    4        7399.134802	148	   15	    A+   
     120    4    0    4        6974.207012	149	   16	    A+   
     112    4    0    4       12583.515141	271	   7	    A+   
     100    4    0    4        3866.834598	41	   14	    A+   
     220    4    0    4       10471.290304	503	   1	    C   
     030    4    0    4        4872.714630	214	   11	    A+   
     020    4    0    4        3361.958524	23	   17	    A+   
     300    4    0    4       10783.599362	275	   6	    A+   
     400    4    0    4       13999.431138	251	   2	    B-   
     022    4    0    4       10699.425756	806	   2	    B-   
     202    4    0    4       14393.735595	568	   3	    B-   
     040    4    0    4        6336.257127	215	   8	    A+   
     002    4    0    4        7633.189690	169	   11	    A+   
     000    4    0    4         221.233991	0	   344	    A+   
     130    4    0    4        8468.957695	314	   5	    B+   
     102    4    0    4       11049.902106	357	   2	    B-   
     500    4    0    4       17058.158042	1508	   1	    C   
     211    4    1    4       12329.860582	196	   8	    A+   
     101    4    1    4        7444.400016	131	   22	    A+   
     201    4    1    4       10796.677482	253	   8	    A+   
     003    4    1    4       11206.268389	286	   6	    A+   
     301    4    1    4       14002.839851	97	   4	    B+   
     121    4    1    4       10515.319035	255	   7	    A+   
     031    4    1    4        8569.753566	184	   10	    A+   
     041    4    1    4       10031.040023	783	   2	    B-   
     011    4    1    4        5531.868877	117	   24	    A+   
     103    4    1    4       14486.110376	38	   3	    B+   
     013    4    1    4       12734.158280	143	   5	    B+   
     401    4    1    4       17060.408704	1508	   1	    C   
     021    4    1    4        7068.908521	109	   29	    A+   
     221    4    1    4       13827.772199	95	   2	    B-   
     111    4    1    4        8996.929293	195	   8	    A+   
     001    4    1    4        3962.367790	29	   9	    A+   
     131    4    1    4       11998.304496	286	   5	    B+   
     012    4    1    3        9239.911786	436	   3	    B-   
     100    4    1    3        3919.771839	30	   14	    A+   
     300    4    1    3       10835.254702	556	   5	    B+   
     032    4    1    3       12248.613991	503	   1	    C   
     022    4    1    3       10761.329026	503	   1	    C   
     010    4    1    3        1868.254128	12	   50	    A+   
     040    4    1    3        6415.598296	225	   7	    A+   
     310    4    1    3       12373.505354	322	   5	    B+   
     002    4    1    3        7686.051382	144	   14	    A+   
     110    4    1    3        5496.469345	154	   14	    A+   
     000    4    1    3         274.803171	0	   334	    A+   
     020    4    1    3        3425.179600	25	   18	    A+   
     202    4    1    3       14445.056991	855	   1	    C   
     200    4    1    3        7451.473427	158	   19	    A+   
     112    4    1    3       12639.684316	310	   9	    A+   
     210    4    1    3        9010.254694	348	   3	    B-   
     102    4    1    3       11101.909245	290	   3	    B-   
     130    4    1    3        8538.003892	271	   4	    B+   
     230    4    1    3       12018.308273	357	   2	    B-   
     400    4    1    3       14050.147510	183	   3	    B-   
     030    4    1    3        4942.442639	190	   10	    A+   
     500    4    1    3       17109.239850	1508	   1	    C   
     220    4    1    3       10531.953173	521	   2	    B-   
     120    4    1    3        7036.728207	145	   14	    A+   
     221    4    2    3       13916.530964	666	   2	    B-   
     111    4    2    3        9076.463643	178	   9	    A+   
     121    4    2    3       10606.654471	296	   7	    A+   
     003    4    2    3       11273.288703	249	   7	    A+   
     211    4    2    3       12407.504999	208	   7	    A+   
     321    4    2    3       17067.392119	1508	   1	    C   
     011    4    2    3        5612.641164	117	   21	    A+   
     401    4    2    3       17129.346272	1090	   2	    B-   
     101    4    2    3        7514.202097	139	   21	    A+   
     001    4    2    3        4034.208950	31	   14	    A+   
     013    4    2    3       12809.576571	116	   9	    A+   
     041    4    2    3       10163.535435	382	   2	    B-   
     201    4    2    3       10864.943604	243	   8	    A+   
     031    4    2    3        8679.672733	204	   9	    A+   
     103    4    2    3       14552.072982	146	   3	    B-   
     021    4    2    3        7162.655242	109	   27	    A+   
     301    4    2    3       14069.827253	56	   5	    B+   
     131    4    2    3       12105.003766	655	   4	    B+   
     000    4    2    2         314.459426	0	   387	    A+   
     020    4    2    2        3481.497615	25	   24	    A+   
     030    4    2    2        5013.063083	160	   11	    A+   
     230    4    2    2       12081.993047	528	   4	    B-   
     010    4    2    2        1914.881158	9	   50	    A+   
     002    4    2    2        7721.993578	302	   6	    A+   
     012    4    2    2        9281.300729	281	   6	    A+   
     112    4    2    2       12680.752203	270	   8	    A+   
     400    4    2    2       14084.805262	1848	   2	    B-   
     310    4    2    2       12414.931522	252	   6	    A+   
     102    4    2    2       11137.418303	253	   4	    B-   
     130    4    2    2        8605.703616	242	   6	    A+   
     210    4    2    2        9053.723026	334	   4	    B-   
     500    4    2    2       17145.664730	1286	   2	    B-   
     032    4    2    2       12307.181082	310	   3	    B-   
     040    4    2    2        6508.735003	205	   8	    A+   
     100    4    2    2        3957.480009	27	   14	    A+   
     220    4    2    2       10584.728992	311	   3	    B-   
     120    4    2    2        7091.083489	156	   14	    A+   
     202    4    2    2       14478.350096	283	   3	    B-   
     300    4    2    2       10871.042938	359	   5	    B+   
     200    4    2    2        7488.850651	130	   21	    A+   
     110    4    2    2        5541.921745	120	   23	    A+   
     050    4    2    2        7969.743128	503	   1	    C   
     201    4    3    2       10936.433918	223	   8	    A+   
     041    4    3    2       10319.209868	378	   3	    B-   
     001    4    3    2        4108.425516	32	   19	    A+   
     013    4    3    2       12887.752606	194	   10	    A+   
     221    4    3    2       14013.569112	190	   4	    B-   
     211    4    3    2       12490.834374	177	   10	    A+   
     121    4    3    2       10708.241123	314	   5	    B+   
     111    4    3    2        9162.552716	211	   8	    A+   
     031    4    3    2        8806.264574	226	   6	    A+   
     101    4    3    2        7588.006583	121	   22	    A+   
     021    4    3    2        7267.829805	101	   27	    A+   
     131    4    3    2       12226.681487	255	   7	    A+   
     003    4    3    2       11340.870183	307	   7	    A+   
     011    4    3    2        5702.271973	107	   26	    A+   
     301    4    3    2       14139.539026	30	   5	    B+   
     401    4    3    2       17151.459330	1090	   2	    B-   
     103    4    3    2       14612.983212	204	   2	    B-   
     400    4    3    1       14139.480713	443	   2	    B-   
     310    4    3    1       12484.167646	314	   5	    B+   
     500    4    3    1       17152.405692	1339	   2	    B-   
     102    4    3    1       11193.152749	247	   6	    A+   
     300    4    3    1       10928.336747	243	   6	    A+   
     110    4    3    1        5620.547571	129	   18	    A+   
     040    4    3    1        6671.962281	208	   10	    A+   
     032    4    3    1       12410.269218	364	   2	    B-   
     200    4    3    1        7549.891310	126	   19	    A+   
     120    4    3    1        7187.411996	136	   17	    A+   
     112    4    3    1       12748.507840	225	   9	    A+   
     020    4    3    1        3581.984457	25	   24	    A+   
     000    4    3    1         380.702419	0	   330	    A+   
     150    4    3    1       11733.789650	503	   1	    C   
     130    4    3    1        8726.888170	227	   6	    A+   
     012    4    3    1        9349.165994	275	   5	    B+   
     210    4    3    1        9127.765918	364	   2	    B-   
     202    4    3    1       14532.931226	503	   1	    C   
     220    4    3    1       10675.616121	316	   3	    B-   
     002    4    3    1        7778.122372	144	   15	    A+   
     030    4    3    1        5139.938072	164	   12	    A+   
     230    4    3    1       12195.606435	560	   4	    B-   
     010    4    3    1        1995.870381	8	   44	    A+   
     100    4    3    1        4021.201029	26	   12	    A+   
     211    4    4    1       12597.351174	355	   8	    A+   
     111    4    4    1        9272.541856	275	   6	    A+   
     003    4    4    1       11424.603001	389	   4	    B+   
     031    4    4    1        8966.909263	418	   3	    B+   
     001    4    4    1        4205.478273	32	   9	    A+   
     103    4    4    1       14700.016375	201	   2	    B-   
     011    4    4    1        5815.707700	131	   16	    A+   
     221    4    4    1       14137.054135	50	   2	    B-   
     401    4    4    1       17250.635109	1508	   1	    C   
     021    4    4    1        7402.122702	153	   13	    A+   
     121    4    4    1       10837.917522	358	   2	    B-   
     041    4    4    1       10513.208134	503	   1	    C   
     101    4    4    1        7681.661666	181	   11	    A+   
     013    4    4    1       12985.196134	232	   6	    A+   
     131    4    4    1       12381.190135	417	   3	    B+   
     201    4    4    1       11027.060821	289	   4	    B+   
     301    4    4    1       14228.727944	49	   2	    B-   
     100    4    4    0        4121.312131	31	   14	    A+   
     400    4    4    0       14227.025622	1041	   2	    B-   
     022    4    4    0       11014.476149	356	   2	    B-   
     300    4    4    0       11020.032241	287	   4	    B+   
     112    4    4    0       12852.879218	238	   8	    A+   
     020    4    4    0        3727.210546	27	   13	    A+   
     230    4    4    0       12355.568030	2439	   2	    B-   
     010    4    4    0        2117.029901	14	   34	    A+   
     000    4    4    0         482.672534	0	   214	    A+   
     002    4    4    0        7866.618118	280	   6	    A+   
     340    4    4    0       17154.072449	1586	   2	    B-   
     012    4    4    0        9453.481175	394	   4	    B+   
     202    4    4    0       14625.158279	299	   2	    B-   
     110    4    4    0        5736.566402	199	   10	    A+   
     032    4    4    0       12557.738680	503	   1	    C   
     200    4    4    0        7644.198401	141	   16	    A+   
     120    4    4    0        7327.230069	329	   13	    A+   
     310    4    4    0       12590.616480	1541	   2	    B+   
     130    4    4    0        8895.859119	555	   3	    B-   
