     000    1    0    1          23.754902	0	   218	    A+   
     000    5    2    3         445.158543	0	   460	    A+   
     000    6    1    6         445.346180	0	   376	    A+   
     000    10    2    9        1288.267485	1	   199	    A+   
     000    9    3    6        1279.797848	1	   220	    A+   
     000    4    1    4         223.828493	0	   425	    A+   
     000    3    2    1         210.799220	0	   400	    A+   
     000    4    2    3         298.620091	0	   492	    A+   
     000    3    3    0         282.306997	0	   315	    A+   
     000    6    4    3         751.032855	0	   379	    A+   
     000    5    5    0         733.682933	0	   231	    A+   
     000    7    5    2        1051.203041	0	   264	    A+   
     000    6    6    1        1033.193953	1	   165	    A+   
     000    1    1    0          42.023418	0	   178	    A+   
     000    8    6    3        1399.427842	1	   171	    A+   
     000    7    7    0        1378.986184	0	   101	    A+   
     010    1    1    0        1633.635033	11	   41	    A+   
     010    1    0    1        1612.046234	11	   37	    A+   
     000    5    3    2         505.728730	0	   435	    A+   
     000    4    4    1         482.643447	0	   270	    A+   
     000    3    1    2         172.882890	0	   367	    A+   
     000    3    0    3         136.336643	0	   400	    A+   
     000    2    2    1         133.475761	0	   291	    A+   
     000    6    3    4         645.382535	0	   441	    A+   
     000    5    4    1         604.792802	0	   358	    A+   
     000    8    2    7         881.914033	1	   327	    A+   
     000    7    3    4         839.549401	0	   351	    A+   
     000    6    2    5         550.450788	0	   431	    A+   
     000    7    4    3         925.699677	0	   324	    A+   
     000    6    5    2         880.076169	0	   268	    A+   
     000    5    1    4         398.360474	0	   424	    A+   
     000    2    1    2          78.988645	0	   335	    A+   
     000    4    3    2         379.291535	0	   437	    A+   
     000    5    0    5         324.046719	0	   391	    A+   
     000    7    2    5         780.452778	0	   364	    A+   
     000    9    4    5        1355.199501	12	   195	    A+   
     000    8    3    6        1001.705681	1	   319	    A+   
     000    7    1    6         701.694213	0	   363	    A+   
     000    9    2    7        1198.199858	1	   253	    A+   
     000    9    5    4        1468.612323	12	   188	    A+   
     000    8    4    5        1116.636064	1	   285	    A+   
     000    7    0    7         583.777797	0	   328	    A+   
     000    9    1    8        1074.763260	1	   268	    A+   
     000    11    3    8        1808.362449	27	   101	    A+   
     000    11    2    9        1684.439111	53	   126	    A+   
     000    8    5    4        1246.368434	1	   242	    A+   
     000    10    4    7        1574.449652	1	   166	    A+   
     000    10    3    8        1440.288217	1	   181	    A+   
     000    10    5    6        1709.540276	19	   130	    A+   
     000    8    1    8         740.998581	0	   288	    A+   
     000    9    6    3        1619.055966	12	   137	    A+   
     000    10    6    5        1862.455015	41	   96	    A+   
     000    7    6    1        1204.174750	0	   198	    A+   
     000    9    0    9         916.257969	1	   247	    A+   
     000    11    1    10        1518.542500	42	   137	    A+   
     000    8    7    2        1574.677709	23	   118	    A+   
     000    9    7    2        1794.380336	24	   85	    A+   
     000    10    7    4        2037.934079	29	   62	    A+   
     000    10    1    10        1109.802314	33	   184	    A+   
     000    11    4    7        1894.196783	135	   89	    A+   
     000    11    0    11        1321.454444	25	   147	    A+   
     000    12    2    11        1767.338792	38	   93	    A+   
     000    12    1    12        1551.205114	44	   102	    A+   
     000    13    1    12        2033.765888	53	   62	    A+   
     000    13    0    13        1798.965488	50	   69	    A+   
     000    14    1    14        2064.673271	69	   47	    A+   
     000    12    3    10        1954.653716	29	   86	    A+   
     000    13    2    11        2238.032068	54	   59	    A+   
     000    15    0    15        2348.246478	65	   34	    A+   
     000    14    2    13        2318.138130	67	   42	    A+   
     000    13    3    10        2406.769946	41	   40	    A+   
     000    12    4    9        2116.564687	97	   68	    A+   
     000    16    1    16        2649.604609	142	   18	    A+   
     000    12    5    8        2265.438457	47	   47	    A+   
     000    8    8    1        1768.801400	31	   63	    A+   
     000    9    8    1        1989.352037	33	   60	    A+   
     000    11    5    6        1990.857027	24	   94	    A+   
     000    11    6    5        2131.566548	63	   61	    A+   
     000    12    6    7        2420.885767	74	   41	    A+   
     000    9    9    0        2200.405026	50	   32	    A+   
     000    10    8    3        2233.602707	39	   40	    A+   
     000    11    7    4        2305.306374	38	   47	    A+   
     000    10    9    2        2445.954780	63	   30	    A+   
     000    11    8    3        2501.342727	112	   29	    A+   
     000    12    7    6        2595.976480	183	   25	    A+   
     000    10    10    1        2671.630878	67	   13	    A+   
     000    13    6    7        2744.345778	82	   23	    A+   
     000    11    9    2        2714.862171	171	   21	    A+   
     000    12    8    5        2792.337947	172	   19	    A+   
